"age","net","gun","sex","year","previous","nruns"
46,NA,82.97,"M",2008,5,6
32,75.85,76.97,"M",2004,0,5
33,68.9,69.12,"M",2005,1,5
34,66.5,66.82,"M",2006,2,5
35,NA,68.48,"M",2007,3,5
36,NA,60.4,"M",2008,4,5
38,66.67,67.1,"M",2001,0,4
39,65.78,66,"M",2002,1,4
40,64.3,64.58,"M",2003,2,4
42,81.5,81.5,"M",2005,3,4
30,NA,90.33,"M",1999,0,6
31,89.47,93.07,"M",2000,1,6
32,91.43,97.25,"M",2001,2,6
35,84.65,87.23,"M",2004,3,6
36,85.02,86.1,"M",2005,4,6
38,NA,80.67,"M",2007,5,6
40,95.8,99.95,"M",2002,0,4
41,87.28,89.27,"M",2003,1,4
43,88.7,92.22,"M",2005,2,4
45,NA,88.95,"M",2007,3,4
26,75.9,77.75,"M",2000,0,3
27,72.18,73.67,"M",2001,1,3
32,100.6,109,"M",2006,2,3
28,75.68,79.77,"M",2002,0,3
29,93.97,99.53,"M",2003,1,3
30,83.2,85.23,"M",2004,2,3
42,87.87,91,"M",2006,0,3
43,NA,90.8,"M",2007,1,3
44,NA,84.13,"M",2008,2,3
37,77.05,80.68,"M",2006,0,3
38,NA,75.28,"M",2007,1,3
39,NA,78.8,"M",2008,2,3
41,NA,86.95,"M",1999,0,5
42,82.05,83.45,"M",2000,1,5
43,84.8,87.17,"M",2001,2,5
44,85.68,87.07,"M",2002,3,5
46,86.13,88.65,"M",2004,4,5
41,85.87,86.73,"M",2001,0,4
42,69.12,69.38,"M",2002,1,4
43,83.75,87.5,"M",2003,2,4
46,79.28,82.92,"M",2006,3,4
37,83.53,85.55,"M",2003,0,3
38,82.78,84.77,"M",2004,1,3
42,NA,70.35,"M",2008,2,3
38,71.82,72.75,"M",2005,0,3
39,72.35,74,"M",2006,1,3
40,NA,72.38,"M",2007,2,3
39,90.85,96.45,"M",2002,0,4
40,92.53,97.97,"M",2003,1,4
42,98.97,103.7,"M",2005,2,4
43,84.55,86.67,"M",2006,3,4
35,71.37,71.52,"M",2003,0,4
37,82.95,88.65,"M",2005,1,4
39,NA,76.53,"M",2007,2,4
40,NA,81.22,"M",2008,3,4
38,72.77,78.72,"M",2005,0,3
39,68.55,68.72,"M",2006,1,3
41,NA,77.6,"M",2008,2,3
45,79.1,80.77,"M",2003,0,3
47,62.92,63.07,"M",2005,1,3
48,79.8,81.03,"M",2006,2,3
40,87.48,95.08,"M",2004,0,4
42,80.62,80.92,"M",2006,1,4
43,NA,84.23,"M",2007,2,4
44,NA,82.08,"M",2008,3,4
38,78.6,81.05,"M",2006,0,3
39,NA,75.72,"M",2007,1,3
40,NA,76.22,"M",2008,2,3
38,80.43,82.55,"M",2001,0,5
40,106.4,110.9,"M",2003,1,5
41,87.35,92.05,"M",2004,2,5
42,89.95,100.8,"M",2005,3,5
43,84.57,94.12,"M",2006,4,5
49,NA,74.35,"M",1999,0,3
50,65.53,65.87,"M",2000,1,3
51,68.72,69.18,"M",2001,2,3
32,70.25,73.55,"M",2000,0,3
34,76.93,82.23,"M",2002,1,3
37,97.08,97.08,"M",2005,2,3
35,66.67,67.25,"M",2004,0,3
36,65.07,65.32,"M",2005,1,3
38,NA,66.48,"M",2007,2,3
41,NA,72.73,"M",1999,0,5
42,68.37,68.83,"M",2000,1,5
43,72.35,72.75,"M",2001,2,5
44,69.65,70.22,"M",2002,3,5
46,82.53,83.93,"M",2004,4,5
32,52.67,52.7,"M",2000,0,3
34,52.13,52.18,"M",2002,1,3
35,52.95,52.95,"M",2003,2,3
29,86.77,87.3,"M",2006,0,3
30,NA,80.35,"M",2007,1,3
31,NA,92.9,"M",2008,2,3
26,87.75,89.38,"M",2003,0,3
27,111.7,113,"M",2004,1,3
28,96.63,102.1,"M",2005,2,3
27,85.18,87.2,"M",2002,0,5
28,100.9,107.2,"M",2003,1,5
29,85.68,90.52,"F",2004,2,5
30,101.6,109.2,"M",2005,3,5
31,87.37,91.9,"M",2006,4,5
32,75.77,80.4,"M",2005,0,4
33,76.72,82.2,"M",2006,1,4
34,NA,74.92,"M",2007,2,4
35,NA,70.17,"M",2008,3,4
35,78.25,79.93,"M",2004,0,3
38,NA,75,"M",2007,1,3
39,NA,80.63,"M",2008,2,3
27,NA,89.23,"M",1999,0,6
28,84.17,86.62,"M",2000,1,6
30,81.08,85.7,"M",2002,2,6
32,85.83,88.92,"M",2004,3,6
34,84.7,88.15,"M",2006,4,6
35,NA,85.73,"M",2007,5,6
31,80.12,85.33,"M",2002,0,3
32,66.22,66.52,"M",2003,1,3
37,NA,69.45,"M",2008,2,3
38,93.37,98.83,"M",2001,0,5
39,88.57,89.65,"M",2002,1,5
40,84.25,84.95,"M",2003,2,5
43,85.05,86.1,"M",2006,3,5
44,NA,91.5,"M",2007,4,5
25,89.2,92.92,"M",2003,0,3
26,92.58,99.62,"M",2004,1,3
29,NA,99.27,"M",2007,2,3
30,98,101.6,"M",2005,0,4
31,92.7,98.07,"M",2006,1,4
32,NA,82.03,"M",2007,2,4
33,NA,82.38,"M",2008,3,4
26,NA,78.62,"M",1999,0,6
27,73.4,73.87,"M",2000,1,6
28,78.78,80.53,"M",2001,2,6
29,76.93,78.07,"M",2002,3,6
31,79.53,81.03,"M",2004,4,6
34,NA,72.6,"M",2007,5,6
30,74.5,75.6,"M",2001,0,5
31,85.52,88.85,"M",2002,1,5
32,85.78,88.2,"M",2003,2,5
34,81.37,82.67,"M",2005,3,5
35,73.62,74.7,"M",2006,4,5
26,78.32,79.95,"M",2006,0,3
27,NA,77.52,"M",2007,1,3
28,NA,74.18,"M",2008,2,3
36,97.9,103.2,"M",2001,0,3
37,99.5,104,"M",2002,1,3
38,105.9,112.2,"M",2003,2,3
33,65.9,66.18,"M",2004,0,5
34,62.92,63.2,"M",2005,1,5
35,61.88,62.1,"M",2006,2,5
36,NA,66.2,"M",2007,3,5
37,NA,66.23,"M",2008,4,5
27,NA,100.7,"M",1999,0,4
28,85.87,90.02,"M",2000,1,4
31,117.6,119.6,"M",2003,2,4
34,117.1,122.2,"M",2006,3,4
28,90.68,93.25,"F",2003,0,3
30,100.2,103.9,"F",2005,1,3
31,94.2,100.6,"F",2006,2,3
38,76.25,76.62,"M",2006,0,3
39,NA,66.93,"M",2007,1,3
40,NA,68.73,"M",2008,2,3
58,NA,93.32,"F",1999,0,3
60,95.62,97.9,"F",2001,1,3
66,NA,99.37,"F",2007,2,3
28,74.28,75.43,"M",2001,0,3
29,70.92,71.17,"M",2002,1,3
30,64.58,65.02,"M",2003,2,3
27,74.63,75.72,"M",2005,0,3
28,68.75,69.3,"M",2006,1,3
29,NA,69.2,"M",2007,2,3
28,82.25,84.02,"M",2000,0,4
29,83.43,88.87,"M",2001,1,4
30,83.5,90.57,"M",2002,2,4
34,86.6,90.35,"M",2006,3,4
23,80.7,84.12,"M",2005,0,4
24,76.62,77.38,"M",2006,1,4
25,NA,80.12,"M",2007,2,4
26,NA,100.8,"M",2008,3,4
27,91.5,96.65,"F",2001,0,3
28,88.65,92.88,"F",2002,1,3
30,96.88,99.13,"F",2004,2,3
23,79.28,80.6,"F",2003,0,3
24,82.57,84.05,"F",2004,1,3
25,85.53,85.53,"F",2005,2,3
25,101.9,104.7,"F",2000,0,3
27,93.22,97.82,"F",2002,1,3
29,95.22,100.6,"F",2004,2,3
38,109.5,111.6,"F",2003,0,3
39,102.1,104,"F",2004,1,3
40,103.1,107.1,"F",2005,2,3
28,79.88,84.62,"F",2004,0,3
29,90.9,95.78,"F",2005,1,3
31,NA,84.35,"F",2007,2,3
28,124.9,132.4,"F",2004,0,3
31,NA,130.2,"F",2007,1,3
32,NA,113.5,"F",2008,2,3
37,82.7,89.6,"F",2004,0,4
38,83.85,90.13,"F",2005,1,4
39,78.67,79.63,"F",2006,2,4
40,NA,79.78,"F",2007,3,4
27,85.98,88.52,"F",2004,0,3
28,90.55,93.2,"F",2005,1,3
30,NA,82.72,"F",2007,2,3
30,86.1,88.08,"F",2001,0,6
31,84.15,88.58,"F",2002,1,6
32,92.38,95.9,"F",2003,2,6
33,92.27,97.85,"F",2004,3,6
34,95.58,97.23,"F",2005,4,6
37,NA,100,"F",2008,5,6
26,NA,94.52,"F",1999,0,8
27,91.2,93.93,"F",2000,1,8
28,90.02,92.52,"F",2001,2,8
29,90.27,93.95,"F",2002,3,8
30,90.18,94.42,"F",2003,4,8
31,97,103.3,"F",2004,5,8
32,95.38,97.53,"F",2005,6,8
33,90.7,96.25,"F",2006,7,8
25,106.4,113,"F",2003,0,4
27,119.2,127.3,"F",2005,1,4
29,NA,102.4,"F",2007,2,4
30,NA,114.1,"F",2008,3,4
26,97.98,100.3,"F",2002,0,3
27,91.85,94.03,"F",2003,1,3
29,100,103.4,"F",2005,2,3
30,85.82,86.58,"F",2001,0,4
32,98.82,104.2,"F",2003,1,4
33,102,109.6,"F",2004,2,4
34,103.1,103.1,"F",2005,3,4
40,NA,94.75,"F",1999,0,4
44,98.68,103.8,"F",2003,1,4
46,98.78,101.8,"F",2005,2,4
47,93.23,95.48,"F",2006,3,4
57,NA,72.52,"F",1999,0,5
58,71.58,71.72,"F",2000,1,5
59,69.72,69.83,"F",2001,2,5
60,74.47,74.62,"F",2002,3,5
61,71.6,71.6,"F",2003,4,5
59,122.8,129,"F",2002,0,3
61,121.2,121.9,"F",2004,1,3
62,119.8,126.6,"F",2005,2,3
40,NA,104.5,"F",1999,0,5
41,110.5,114,"F",2000,1,5
43,111.6,117.2,"F",2002,2,5
44,119.4,122.2,"F",2003,3,5
48,NA,106.7,"F",2007,4,5
48,77.78,78.52,"F",2001,0,5
50,81.03,82.78,"F",2003,1,5
52,84.83,90.05,"F",2005,2,5
54,NA,90.98,"F",2007,3,5
55,NA,92.02,"F",2008,4,5
26,96.48,103,"F",2004,0,3
29,NA,102.9,"F",2007,1,3
30,NA,111.6,"F",2008,2,3
46,70.62,71.78,"F",2004,0,4
47,68.83,68.93,"F",2005,1,4
48,69.47,69.5,"F",2006,2,4
49,NA,72.6,"F",2007,3,4
38,NA,107.4,"F",1999,0,4
39,105.4,109.8,"F",2000,1,4
40,106,111.5,"F",2001,2,4
42,114.5,121.1,"F",2003,3,4
33,117.2,121.8,"F",2004,0,3
35,90.17,93.58,"F",2006,1,3
36,NA,91.97,"F",2007,2,3
25,NA,59.7,"F",1999,0,3
27,62.05,62.12,"F",2001,1,3
28,58.73,58.8,"F",2002,2,3
40,75.12,77.37,"F",2003,0,5
41,75.43,75.67,"F",2004,1,5
42,75.08,75.53,"F",2005,2,5
44,NA,75.4,"F",2007,3,5
45,NA,74.8,"F",2008,4,5
22,102.2,108.3,"F",2002,0,3
23,92.32,94.45,"F",2003,1,3
25,92.28,97.72,"F",2005,2,3
56,NA,115.2,"F",1999,0,6
57,102.2,105.6,"F",2000,1,6
58,102.9,107.1,"F",2001,2,6
59,103,108.8,"F",2002,3,6
64,NA,105.7,"F",2007,4,6
65,NA,111.6,"F",2008,5,6
33,114.3,121.4,"F",2004,0,3
34,108.7,114.9,"F",2005,1,3
36,NA,106,"F",2007,2,3
27,98.93,104.1,"M",2001,0,3
28,93.2,97.32,"M",2002,1,3
29,101.6,103.3,"M",2003,2,3
51,104.4,109.3,"F",2006,0,3
52,NA,107.1,"F",2007,1,3
53,NA,107.4,"F",2008,2,3
29,102,105.3,"M",2003,0,3
30,79.73,87.58,"M",2004,1,3
31,97.37,99.3,"M",2005,2,3
33,88.57,92.33,"M",2003,0,4
34,84.52,87.2,"M",2004,1,4
37,NA,85.87,"M",2007,2,4
38,NA,87.17,"M",2008,3,4
34,95.37,97.43,"M",2001,0,6
35,104.6,108.9,"M",2002,1,6
36,101.3,105.5,"M",2003,2,6
37,99.17,103.4,"M",2004,3,6
38,101.5,106.7,"M",2005,4,6
40,NA,109.4,"M",2007,5,6
29,99.1,102.4,"F",2001,0,3
30,92.55,92.55,"F",2002,1,3
31,94.2,96.68,"F",2003,2,3
42,106.8,111.4,"M",2004,0,4
43,106.2,109.1,"M",2005,1,4
44,104.1,105.1,"M",2006,2,4
45,NA,125,"M",2007,3,4
27,100.2,106.4,"M",2003,0,4
28,91.15,96.2,"M",2004,1,4
29,122.1,128.2,"M",2005,2,4
30,129.6,136,"M",2006,3,4
36,110.6,116.2,"F",2003,0,4
37,111.4,119,"F",2004,1,4
38,111.3,113,"M",2005,2,4
39,119.1,127.7,"F",2006,3,4
36,NA,80.83,"F",1999,0,5
37,79.57,82.17,"F",2000,1,5
38,78.92,81.3,"F",2001,2,5
39,79.75,84.55,"F",2002,3,5
41,100.5,106.7,"F",2004,4,5
32,129.6,132,"F",2002,0,3
33,121.9,128.8,"F",2003,1,3
34,138.2,146,"F",2004,2,3
34,103.9,107.7,"F",2001,0,4
35,99.75,103.2,"F",2002,1,4
36,100.5,105,"F",2003,2,4
37,106.1,113.3,"F",2004,3,4
60,112.9,117.1,"F",2000,0,3
63,121.1,126.6,"F",2003,1,3
65,104.5,104.8,"F",2005,2,3
52,109.9,116.7,"M",2001,0,4
53,112.8,119,"M",2002,1,4
54,114.6,117.9,"M",2003,2,4
55,112.4,120.2,"M",2004,3,4
53,NA,99.37,"M",1999,0,4
55,76.72,77.1,"M",2001,1,4
56,105.6,111.2,"M",2002,2,4
57,109.5,114.7,"M",2003,3,4
43,NA,70.67,"F",1999,0,7
44,71.07,71.27,"F",2000,1,7
45,73.57,73.77,"F",2001,2,7
46,71.65,71.9,"F",2002,3,7
47,72.25,72.42,"F",2003,4,7
48,71.17,71.38,"F",2004,5,7
49,71.15,71.15,"F",2005,6,7
34,84.02,90.1,"F",2003,0,6
35,84.77,86.58,"F",2004,1,6
36,89.68,92.78,"F",2005,2,6
37,82.38,87.42,"F",2006,3,6
38,NA,89.63,"F",2007,4,6
39,NA,87.52,"F",2008,5,6
34,NA,111.2,"F",1999,0,3
36,99.18,104.7,"F",2001,1,3
37,99.82,104.6,"F",2002,2,3
27,90.33,94.75,"F",2002,0,5
28,89.07,95.65,"F",2003,1,5
29,90.42,93.8,"F",2004,2,5
31,109.9,109.9,"F",2006,3,5
32,NA,92.95,"F",2007,4,5
26,112.5,118.6,"F",2005,0,3
28,NA,105,"F",2007,1,3
29,NA,93.15,"F",2008,2,3
26,NA,116,"F",1999,0,4
29,116.6,123.6,"F",2002,1,4
30,107.2,113.7,"F",2003,2,4
31,98.8,104,"F",2004,3,4
25,82.85,84.17,"F",2000,0,5
26,79.43,82.53,"F",2001,1,5
27,77.77,78.22,"F",2002,2,5
28,78.7,79.53,"F",2003,3,5
29,78.97,79.78,"F",2004,4,5
55,NA,98.07,"F",1999,0,3
56,101.5,104.6,"F",2000,1,3
57,97.88,102.6,"F",2001,2,3
30,89.17,92.93,"F",2002,0,3
31,91.82,93.22,"F",2003,1,3
32,111.6,116.6,"F",2004,2,3
40,94.25,95.78,"F",2001,0,5
41,95.88,97.97,"F",2002,1,5
42,94,98.87,"F",2003,2,5
43,89.37,93.35,"F",2004,3,5
44,93.15,95.78,"F",2005,4,5
38,NA,75.98,"M",1999,0,4
40,68.2,68.42,"M",2001,1,4
41,67.03,67.32,"M",2002,2,4
42,67.32,67.55,"M",2003,3,4
73,132,136.4,"F",2003,0,3
75,153.8,162.1,"F",2005,1,3
77,NA,157.8,"F",2007,2,3
24,69.12,69.48,"M",2001,0,3
26,75.22,77.03,"M",2003,1,3
27,78.05,80.07,"M",2004,2,3
52,NA,95.83,"M",1999,0,8
54,91.53,93.25,"M",2001,1,8
56,92.88,96.3,"M",2003,2,8
57,90.05,92.23,"M",2004,3,8
58,94.23,99.32,"M",2005,4,8
59,97.55,101.9,"M",2006,5,8
60,NA,96.73,"M",2007,6,8
61,NA,96.05,"M",2008,7,8
47,84.07,86,"M",2002,0,4
48,81.6,82.82,"M",2003,1,4
49,84.28,85.37,"M",2004,2,4
50,74.65,74.65,"M",2005,3,4
27,97.48,102.4,"F",2001,0,5
28,92.52,95.35,"F",2002,1,5
29,112.7,119,"F",2003,2,5
31,111.7,117.3,"F",2005,3,5
32,124.1,132.8,"F",2006,4,5
23,79.4,79.88,"F",2006,0,3
24,NA,78.37,"F",2007,1,3
25,NA,75.33,"F",2008,2,3
40,83.15,84.88,"F",2006,0,3
41,NA,79.35,"F",2007,1,3
42,NA,84.37,"F",2008,2,3
34,88.82,91.22,"M",2006,0,3
35,NA,85.78,"M",2007,1,3
36,NA,85.23,"M",2008,2,3
38,90.33,94.53,"M",2000,0,3
44,88.88,98.07,"M",2006,1,3
45,NA,90.7,"M",2007,2,3
31,84.77,86.28,"F",2003,0,4
32,93.45,95.65,"F",2004,1,4
35,NA,101.1,"F",2007,2,4
36,NA,99.53,"F",2008,3,4
54,NA,77.28,"M",1999,0,3
55,77.12,77.43,"M",2000,1,3
57,78.45,79.27,"M",2002,2,3
31,119.9,125,"F",2005,0,3
33,NA,111.8,"F",2007,1,3
34,NA,104.4,"F",2008,2,3
33,90.7,96.97,"M",2003,0,3
34,82.05,86.32,"M",2004,1,3
35,107.3,114.3,"M",2005,2,3
49,81.7,85.12,"M",2002,0,4
50,83.15,87.93,"M",2003,1,4
51,79.1,81.07,"M",2004,2,4
55,NA,69.1,"M",2008,3,4
45,NA,90.57,"F",1999,0,5
46,88.37,92.65,"F",2000,1,5
47,96.55,102.3,"F",2001,2,5
48,103,108.5,"F",2002,3,5
49,99.88,105.5,"F",2003,4,5
38,NA,69.17,"M",1999,0,3
41,71.27,71.6,"M",2002,1,3
42,76.5,77.3,"M",2003,2,3
30,NA,110.1,"F",1999,0,4
33,105.8,109.5,"F",2002,1,4
35,105.5,111.5,"F",2004,2,4
36,105.2,110,"F",2005,3,4
36,103.7,106.3,"F",2002,0,3
37,104.2,106.4,"F",2003,1,3
38,92.42,94.13,"F",2004,2,3
23,106.7,112.4,"F",2004,0,3
24,103.3,103.3,"F",2005,1,3
25,93.68,97.7,"F",2006,2,3
28,NA,85.92,"F",1999,0,6
30,95.45,99.57,"F",2001,1,6
31,86.32,89.08,"F",2002,2,6
32,93.77,99.67,"F",2003,3,6
36,NA,79.25,"F",2007,4,6
37,NA,122.8,"F",2008,5,6
24,NA,90.3,"F",1999,0,4
25,91.68,96.4,"F",2000,1,4
26,86.28,89.4,"F",2001,2,4
29,95.67,98.1,"F",2004,3,4
27,88.93,95.3,"F",2002,0,3
28,89.2,94.47,"F",2003,1,3
31,96.42,103.8,"F",2006,2,3
36,NA,115.2,"F",1999,0,3
38,119.4,122.2,"F",2001,1,3
39,118.1,123.5,"F",2002,2,3
37,105.2,109.4,"F",2002,0,4
38,104.8,108.8,"F",2003,1,4
40,106.5,106.5,"F",2005,2,4
41,108.6,118.6,"F",2006,3,4
30,NA,110.3,"F",1999,0,3
31,114,118.5,"F",2000,1,3
32,115.2,120.4,"F",2001,2,3
24,97.43,101.6,"F",2005,0,4
25,89.77,92.45,"F",2006,1,4
26,NA,110.4,"F",2007,2,4
27,NA,86.47,"F",2008,3,4
32,90.28,94,"F",2006,0,3
33,NA,84.68,"F",2007,1,3
34,NA,93.28,"F",2008,2,3
28,83.47,84.45,"F",2002,0,4
30,94.2,100.7,"F",2004,1,4
32,87.72,89.38,"F",2006,2,4
34,NA,109.6,"F",2008,3,4
26,NA,90,"F",1999,0,3
29,98.43,100.6,"F",2002,1,3
30,91.37,93.4,"F",2003,2,3
33,105.2,110.5,"F",2001,0,3
34,101.1,106.7,"F",2002,1,3
35,107.3,113.8,"F",2003,2,3
40,86.48,90.22,"F",2002,0,4
41,94.12,99.65,"F",2003,1,4
42,92.47,95.58,"F",2004,2,4
43,118.4,125.9,"F",2005,3,4
62,71.43,71.9,"M",2001,0,3
63,77.57,77.67,"M",2002,1,3
68,NA,81.72,"M",2007,2,3
61,100.6,107.2,"M",2006,0,3
62,NA,99.37,"M",2007,1,3
63,NA,107.3,"M",2008,2,3
36,74.18,74.8,"M",2000,0,4
37,77.7,77.92,"M",2001,1,4
38,71.75,71.93,"M",2002,2,4
39,75.5,76.3,"M",2003,3,4
53,102.6,107.9,"M",2002,0,3
54,98.07,104,"M",2003,1,3
59,NA,83.05,"M",2008,2,3
30,114.7,116.8,"F",2001,0,4
31,111.3,119.4,"F",2002,1,4
32,110,114.2,"F",2003,2,4
33,117.2,122.8,"F",2004,3,4
38,98.07,102.3,"F",2003,0,3
39,107,112.5,"F",2004,1,3
40,100.6,100.6,"F",2005,2,3
39,97.85,103,"M",2001,0,4
40,88.05,91.72,"M",2002,1,4
41,91.32,94.95,"M",2003,2,4
42,96.05,98.97,"M",2004,3,4
51,NA,94.03,"M",1999,0,5
52,93.77,97.97,"M",2000,1,5
53,105.8,118,"M",2001,2,5
54,96.15,100.3,"M",2002,3,5
55,98.93,102,"M",2003,4,5
28,77.68,81.83,"M",2005,0,4
29,87.17,87.42,"M",2006,1,4
30,NA,82.3,"M",2007,2,4
31,NA,86.72,"M",2008,3,4
47,79,79.85,"F",2002,0,3
48,91.1,97.1,"F",2003,1,3
49,95.02,96.98,"F",2004,2,3
29,116.9,122.6,"F",2002,0,3
30,113.6,118,"F",2003,1,3
31,113.9,121.5,"F",2004,2,3
35,NA,103.1,"F",1999,0,4
36,111,114,"F",2000,1,4
37,112.2,115.7,"F",2001,2,4
38,106.4,109.3,"F",2002,3,4
47,86.13,91.45,"F",2004,0,3
48,85.32,88.82,"F",2005,1,3
50,NA,86.33,"F",2007,2,3
24,93.83,98.92,"F",2005,0,3
26,NA,82.85,"F",2007,1,3
27,NA,82.37,"F",2008,2,3
23,92.05,94.58,"F",2001,0,4
24,85.55,87.08,"F",2002,1,4
25,88.92,90.22,"F",2003,2,4
26,92.37,94.23,"F",2004,3,4
34,79.93,80.85,"F",2002,0,4
35,73.42,74.3,"F",2003,1,4
36,79.38,80.98,"F",2004,2,4
39,NA,70,"F",2007,3,4
26,87.68,88.2,"F",2001,0,3
27,91.72,97.72,"F",2002,1,3
28,99.45,104.2,"F",2003,2,3
35,89.48,92.58,"F",2000,0,4
36,100.8,104.7,"F",2001,1,4
38,100.8,108.2,"F",2003,2,4
40,99.73,104.4,"F",2005,3,4
25,NA,92.68,"F",1999,0,5
27,90.35,92.32,"F",2001,1,5
29,81.02,84.3,"F",2003,2,5
30,74.58,76.88,"F",2004,3,5
33,NA,76.43,"F",2007,4,5
28,NA,93.35,"F",1999,0,6
29,92.82,94.45,"F",2000,1,6
30,87.3,90.12,"F",2001,2,6
32,90.77,92.23,"F",2003,3,6
34,108.3,115.6,"F",2005,4,6
37,NA,96.85,"F",2008,5,6
31,101,104.3,"F",2002,0,3
32,109.9,109.9,"F",2003,1,3
36,NA,111.6,"F",2007,2,3
32,115.7,121,"F",2003,0,3
33,115.3,119,"F",2004,1,3
34,112.4,118.5,"F",2005,2,3
46,77.72,78.72,"F",2000,0,6
47,79.28,79.73,"F",2001,1,6
48,88.02,88.73,"F",2002,2,6
49,71.12,71.18,"F",2003,3,6
50,74.3,74.48,"F",2004,4,6
51,75.22,75.35,"F",2005,5,6
32,73.3,77.33,"M",2004,0,4
34,73.02,76.97,"M",2006,1,4
35,NA,65.48,"M",2007,2,4
36,NA,70.5,"M",2008,3,4
52,73.7,74.58,"M",2000,0,5
53,74.73,75.9,"M",2001,1,5
54,75.1,75.82,"M",2002,2,5
59,NA,82.73,"M",2007,3,5
60,NA,83.08,"M",2008,4,5
36,95.13,100.7,"M",2001,0,3
39,100.9,108.4,"M",2004,1,3
40,85.27,91.53,"M",2005,2,3
33,NA,82.4,"M",1999,0,4
34,64.38,64.67,"M",2000,1,4
35,65.68,66.02,"M",2001,2,4
36,65.33,65.33,"M",2002,3,4
63,NA,93.32,"M",1999,0,5
64,96.27,98.42,"M",2000,1,5
65,96.82,99.5,"M",2001,2,5
66,97.97,100.8,"M",2002,3,5
67,104,107.8,"M",2003,4,5
49,79.63,84.15,"M",2000,0,3
50,80.5,88.45,"M",2001,1,3
51,82.12,83.82,"M",2002,2,3
32,66.82,66.97,"M",2002,0,3
33,74.42,77.83,"M",2003,1,3
36,67.92,68.63,"M",2006,2,3
40,82.52,87.2,"M",2002,0,4
41,80.2,82.98,"M",2003,1,4
42,73.7,74.7,"M",2004,2,4
43,74.58,76.08,"M",2005,3,4
48,64.28,64.47,"M",2001,0,3
49,63.3,63.4,"M",2002,1,3
50,63.07,63.13,"M",2003,2,3
49,NA,116.8,"M",1999,0,3
51,112.8,116.8,"M",2001,1,3
57,NA,110.2,"M",2007,2,3
46,NA,78.8,"M",1999,0,7
48,85.08,86.17,"M",2001,1,7
49,80.02,83.15,"M",2002,2,7
50,81.1,83.47,"M",2003,3,7
51,91.6,94.57,"M",2004,4,7
52,90.17,92.38,"M",2005,5,7
55,NA,94.92,"M",2008,6,7
37,76.48,77.88,"M",2002,0,6
38,69.88,70.82,"M",2003,1,6
39,68,68.35,"M",2004,2,6
40,67.13,67.37,"M",2005,3,6
42,NA,68,"M",2007,4,6
43,NA,66.95,"M",2008,5,6
52,97.5,106.8,"M",2006,0,3
53,NA,95.87,"M",2007,1,3
54,NA,91.78,"M",2008,2,3
50,94.92,95.38,"M",2001,0,3
51,102.3,103.8,"M",2002,1,3
57,NA,93.3,"M",2008,2,3
46,68.95,69.33,"M",2004,0,4
47,78.38,79.08,"M",2005,1,4
49,NA,78.85,"M",2007,2,4
50,NA,83.53,"M",2008,3,4
58,NA,77.13,"M",1999,0,8
59,70.92,71.1,"M",2000,1,8
60,72.42,72.57,"M",2001,2,8
61,68.33,68.48,"M",2002,3,8
62,70.52,70.62,"M",2003,4,8
63,71.45,71.63,"M",2004,5,8
64,76.82,76.98,"M",2005,6,8
66,NA,75.08,"M",2007,7,8
35,89.2,100.1,"M",2001,0,3
36,93.98,100.2,"M",2002,1,3
37,95.73,101.9,"M",2003,2,3
32,70.55,71.18,"M",2000,0,4
37,62.53,62.58,"M",2005,1,4
38,62.47,62.5,"M",2006,2,4
40,NA,65.82,"M",2008,3,4
29,81.05,84.58,"M",2002,0,3
30,105.6,112.4,"M",2003,1,3
32,97.95,100.3,"M",2005,2,3
54,NA,86.85,"M",1999,0,7
56,90.07,92.72,"M",2001,1,7
58,85.72,87.23,"M",2003,2,7
59,83.77,86.58,"M",2004,3,7
60,83,84.2,"M",2005,4,7
62,NA,85.68,"M",2007,5,7
63,NA,95.85,"M",2008,6,7
36,81.82,84.62,"M",2004,0,3
37,76.67,77.48,"M",2005,1,3
38,79.95,85.42,"M",2006,2,3
40,NA,82.33,"M",1999,0,3
41,74.7,75.32,"M",2000,1,3
42,83.9,90.02,"M",2001,2,3
38,NA,56.18,"M",1999,0,10
39,55.68,55.75,"M",2000,1,10
40,55.7,55.73,"M",2001,2,10
41,56.43,56.47,"M",2002,3,10
42,56.93,56.97,"M",2003,4,10
43,57.72,57.77,"M",2004,5,10
44,57.5,57.52,"M",2005,6,10
45,57.58,57.62,"M",2006,7,10
46,NA,57.82,"M",2007,8,10
47,NA,58.63,"M",2008,9,10
48,NA,83.63,"M",1999,0,3
50,84.35,89.7,"M",2001,1,3
51,80.62,83.87,"M",2002,2,3
40,67.73,67.97,"M",2001,0,4
41,67.63,68.03,"M",2002,1,4
43,73.85,74.97,"M",2004,2,4
44,70.05,70.05,"M",2005,3,4
53,94.13,101.1,"M",2005,0,4
54,87.33,89.32,"M",2006,1,4
55,NA,88.28,"M",2007,2,4
56,NA,90.9,"M",2008,3,4
47,NA,79.02,"M",1999,0,6
48,79.53,80.67,"M",2000,1,6
49,78.35,79,"M",2001,2,6
50,90.77,91.37,"M",2002,3,6
51,82.85,84.38,"M",2003,4,6
55,NA,91.43,"M",2007,5,6
28,NA,99.02,"M",1999,0,7
29,97.58,100.3,"M",2000,1,7
32,96.67,102.2,"M",2003,2,7
33,98.18,102.9,"M",2004,3,7
34,94.37,95.82,"M",2005,4,7
